"id","name","category","price","description"
1803,"Rice and gravy","Music Instruments",14623,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1804,"Dirty rice","Books",9493,"Where are my pants?"
1805,"Caviar","Electronics",1320,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1806,"Bellini","Electronics",5635,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1807,"Cheese stuffed crust pizza","Electronics",18275,"Atoms are used within a program to denote distinguished values."
1808,"Satay","Beauty & Personal",3285,"Its main implementation is the Glasgow Haskell Compiler."
1809,"Shucked Oysters","Fashion",4216,"Any element of a tuple can be accessed in constant time."
1810,"Deep Fried Oreos","Books",13900,"I don't even care."
1811,"Deviled egg","Beauty & Personal",13842,"He looked inquisitively at his keyboard and wrote another sentence."
1812,"Kimchi","Sports & Outdoor",5749,"I don't even care."
1813,"Blue-plate special","Office Supply",9196,"Where are my pants?"
1814,"Brunswick stew","Beauty & Personal",18595,"Type classes first appeared in the Haskell programming language."
1815,"Pistachio Ice Cream","Health & Hygine",8209,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1816,"Chocolate Chip Cookie","Fashion",15982,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1817,"Polenta","Music Instruments",19266,"I don't even care."
1818,"Calamari","Fashion",4884,"It is also a garbage-collected runtime system."
1819,"Biscuit","Health & Hygine",1056,"Erlang is a general-purpose, concurrent, functional programming language."
1820,"Hangtown fry","Books",8592,"Do you come here often?"
1821,"Brunswick stew","Electronics",4343,"The arguments can be primitive data types or compound data types."
1822,"Buffalo burger","Books",3166,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1823,"Kimchi","Music Instruments",2603,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1824,"Chicken nuggets","Sports & Outdoor",973,"She spent her earliest years reading classic literature, and writing poetry."
1825,"Pumpkin pie","Fashion",11424,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1826,"Garlic bread","Fashion",2088,"It is also a garbage-collected runtime system."
1827,"Fajitas","Home & Garden",19593,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1828,"Chocolate cheesecake","Office Supply",18896,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1829,"Potato wedges","Office Supply",13362,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1830,"Sour cream","Office Supply",15328,"Ports are used to communicate with the external world."
1831,"Satay","Music Instruments",16313,"Ports are used to communicate with the external world."
1832,"Maraca pie","Music Instruments",17293,"Atoms are used within a program to denote distinguished values."
1833,"Hoppin' John","Home & Garden",4335,"She spent her earliest years reading classic literature, and writing poetry."
1834,"Chips and dip","Music Instruments",13325,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1835,"Macaroni salad","Video Games",1042,"Any element of a tuple can be accessed in constant time."
1836,"BBQ Chicken Pizza","Beauty & Personal",9608,"Ports are created with the built-in function open_port."
1837,"Swiss steak","Fashion",7875,"He looked inquisitively at his keyboard and wrote another sentence."
1838,"Sauteed Morel Mushrooms","Sports & Outdoor",3718,"Atoms are used within a program to denote distinguished values."
1839,"Crab Rangoon","Sports & Outdoor",4360,"It is also a garbage-collected runtime system."
1840,"American fried rice","Video Games",2600,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1841,"New York-Style Pizza","Video Games",4444,"Do you come here often?"
1842,"Tomato compote","Video Games",12765,"It is also a garbage-collected runtime system."
1843,"Chicken sandwich","Electronics",19731,"Type classes first appeared in the Haskell programming language."
1844,"Tagine","Music Instruments",9827,"Ports are used to communicate with the external world."
1845,"Grilled Snake","Beauty & Personal",4016,"Erlang is known for its designs that are well suited for systems."
1846,"Pancakes","Books",9758,"Any element of a tuple can be accessed in constant time."
1847,"Cheese fries","Beauty & Personal",12275,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1848,"Oreo","Beauty & Personal",10868,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1849,"Pan Seared Scallops","Music Instruments",14514,"Ports are used to communicate with the external world."
1850,"Kobe Beef","Health & Hygine",16404,"Make me a sandwich."
1851,"Haystack","Video Games",8647,"Tuples are containers for a fixed number of Erlang data types."
1852,"Chicken à la King","Health & Hygine",16636,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1853,"Tomato compote","Health & Hygine",11732,"It is also a garbage-collected runtime system."
1854,"Grits","Home & Garden",1558,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1855,"Meatcake","Home & Garden",13282,"Erlang is known for its designs that are well suited for systems."
1856,"Stroganoff","Home & Garden",15774,"Erlang is a general-purpose, concurrent, functional programming language."
1857,"Fried Catfish","Office Supply",18592,"Do you have any idea why this is not working?"
1858,"Roasted Bone Marrow","Music Instruments",14811,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1859,"Root Beer Float","Electronics",19437,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1860,"Brisket","Music Instruments",19003,"Any element of a tuple can be accessed in constant time."
1861,"Gyoza","Sports & Outdoor",15171,"Any element of a tuple can be accessed in constant time."
1862,"Cheese stuffed crust pizza","Beauty & Personal",16779,"Where are my pants?"
1863,"Potato salad","Video Games",11881,"Do you have any idea why this is not working?"
1864,"Chicken and waffles","Books",17717,"Type classes first appeared in the Haskell programming language."
1865,"Chili con carne","Home & Garden",14555,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1866,"Spaghetti Bolognese","Fashion",15969,"Erlang is a general-purpose, concurrent, functional programming language."
1867,"Bao","Home & Garden",17951,"I don't even care."
1868,"Paella","Health & Hygine",12348,"Haskell features a type system with type inference and lazy evaluation."
1869,"Rice and gravy","Home & Garden",10289,"Haskell features a type system with type inference and lazy evaluation."
1870,"Chicken Liver Pate","Electronics",18114,"Atoms are used within a program to denote distinguished values."
1871,"Blue-plate special","Electronics",16400,"Tuples are containers for a fixed number of Erlang data types."
1872,"Crepes","Fashion",6978,"Its main implementation is the Glasgow Haskell Compiler."
1873,"Glorified rice","Health & Hygine",14859,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1874,"Creamed eggs on toast","Office Supply",18169,"Its main implementation is the Glasgow Haskell Compiler."
1875,"Poutine","Books",4074,"Ports are used to communicate with the external world."
1876,"Shrimp and Grits","Beauty & Personal",17709,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1877,"Fry sauce","Sports & Outdoor",14429,"The arguments can be primitive data types or compound data types."
1878,"Ice cream cake","Books",4858,"He looked inquisitively at his keyboard and wrote another sentence."
1879,"Huevos Rancheros","Sports & Outdoor",4756,"Do you come here often?"
1880,"Yeung Chow fried rice","Office Supply",13371,"The arguments can be primitive data types or compound data types."
1881,"Corn chowder","Sports & Outdoor",2350,"Tuples are containers for a fixed number of Erlang data types."
1882,"Clam cake","Office Supply",5019,"Where are my pants?"
1883,"Salted caramel cookie","Health & Hygine",9696,"It is also a garbage-collected runtime system."
1884,"Chocolate Chip Cookie","Electronics",6085,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1885,"Reuben","Fashion",10093,"She spent her earliest years reading classic literature, and writing poetry."
1886,"Hot chicken","Electronics",14240,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
