"id","name","category","price","description"
1812,"Chile Relleno","Beauty & Personal",19379,"Atoms are used within a program to denote distinguished values."
1813,"Pan Seared Scallops","Fashion",18490,"It is also a garbage-collected runtime system."
1814,"Chips and dip","Health & Hygine",12606,"Haskell features a type system with type inference and lazy evaluation."
1815,"Brunswick stew","Health & Hygine",2325,"Any element of a tuple can be accessed in constant time."
1816,"Poppyseed muffin","Beauty & Personal",14342,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1817,"French Onion Soup","Music Instruments",14313,"Any element of a tuple can be accessed in constant time."
1818,"Buffalo burger","Books",19805,"Any element of a tuple can be accessed in constant time."
1819,"Potato skins","Health & Hygine",12433,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1820,"Pemmican","Video Games",4117,"I don't even care."
1821,"White chocolate cookie","Beauty & Personal",5736,"It is also a garbage-collected runtime system."
1822,"Waffle","Electronics",4001,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1823,"Shucked Oysters","Electronics",16334,"Ports are used to communicate with the external world."
1824,"Crepes","Office Supply",1448,"I don't even care."
1825,"Beef Manhattan","Music Instruments",2641,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1826,"Creme Brulee","Sports & Outdoor",1379,"Its main implementation is the Glasgow Haskell Compiler."
1827,"Ice cream cake","Beauty & Personal",8917,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1828,"Chicken nuggets","Home & Garden",7777,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1829,"Mulligan stew","Health & Hygine",17489,"Tuples are containers for a fixed number of Erlang data types."
1830,"Fortune cookie","Beauty & Personal",15237,"The arguments can be primitive data types or compound data types."
1831,"Tin Roof Ice Cream","Electronics",17832,"Type classes first appeared in the Haskell programming language."
1832,"Mini pizzas","Sports & Outdoor",13654,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1833,"Burnt ends","Sports & Outdoor",5317,"Do you have any idea why this is not working?"
1834,"Potatoes O'Brien","Music Instruments",14572,"Erlang is a general-purpose, concurrent, functional programming language."
1835,"Kimchi","Fashion",16015,"Where are my pants?"
1836,"Macaroni and cheese","Music Instruments",19172,"She spent her earliest years reading classic literature, and writing poetry."
1837,"Cinnamon Roll","Music Instruments",3091,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1838,"Steak sandwich","Books",15624,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1839,"Baked potato","Home & Garden",5075,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1840,"Hot chicken","Electronics",15304,"Type classes first appeared in the Haskell programming language."
1841,"Corn chowder","Beauty & Personal",4942,"Tuples are containers for a fixed number of Erlang data types."
1842,"Sonofabitch stew","Health & Hygine",3226,"Ports are used to communicate with the external world."
1843,"Bird's Nest Soup","Sports & Outdoor",5091,"The arguments can be primitive data types or compound data types."
1844,"Sushi","Health & Hygine",6726,"Its main implementation is the Glasgow Haskell Compiler."
1845,"Shepherd's Pie","Home & Garden",9334,"I don't even care."
1846,"Kung Pao Chicken","Books",3650,"Ports are created with the built-in function open_port."
1847,"Gumbo","Home & Garden",10049,"I don't even care."
1848,"Quesadilla","Electronics",10195,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1849,"Souvlaki","Sports & Outdoor",17941,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1850,"Margherita Pizza","Electronics",6894,"Ports are created with the built-in function open_port."
1851,"Garden salad","Fashion",18131,"Haskell features a type system with type inference and lazy evaluation."
1852,"Jalapeno Poppers","Office Supply",13878,"Ports are used to communicate with the external world."
1853,"Poppyseed muffin","Sports & Outdoor",14125,"Erlang is known for its designs that are well suited for systems."
1854,"Sandwich","Beauty & Personal",8934,"She spent her earliest years reading classic literature, and writing poetry."
1855,"Chicken Liver Pate","Beauty & Personal",18029,"Make me a sandwich."
1856,"Lasagna","Office Supply",7691,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1857,"Breaded shrimp","Electronics",4571,"Erlang is a general-purpose, concurrent, functional programming language."
1858,"Shrimp Creole","Fashion",8724,"It is also a garbage-collected runtime system."
1859,"Soft Shell Crab","Electronics",6916,"Haskell features a type system with type inference and lazy evaluation."
1860,"Bookbinder Soup","Music Instruments",9549,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1861,"Prawn Pizza","Electronics",14977,"Erlang is a general-purpose, concurrent, functional programming language."
1862,"Sweet Potato Fries","Health & Hygine",15072,"Tuples are containers for a fixed number of Erlang data types."
1863,"Philly Cheese Steak","Home & Garden",4844,"Any element of a tuple can be accessed in constant time."
1864,"Lasagna","Health & Hygine",10851,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1865,"Macaroni salad","Sports & Outdoor",7785,"Erlang is a general-purpose, concurrent, functional programming language."
1866,"Baba Ghanoush","Music Instruments",1165,"Its main implementation is the Glasgow Haskell Compiler."
1867,"Chicken fried bacon","Beauty & Personal",17890,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1868,"Ice Cream","Music Instruments",15688,"Erlang is known for its designs that are well suited for systems."
1869,"Fries","Sports & Outdoor",12473,"He looked inquisitively at his keyboard and wrote another sentence."
1870,"Hokkien fried rice","Sports & Outdoor",11728,"Erlang is known for its designs that are well suited for systems."
1871,"Ploye","Fashion",10979,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1872,"Slinger","Video Games",6678,"Type classes first appeared in the Haskell programming language."
1873,"Corn flakes","Home & Garden",1787,"He looked inquisitively at his keyboard and wrote another sentence."
1874,"Paella","Home & Garden",13887,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1875,"Barbecue","Office Supply",14374,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1876,"Ammonia cookie","Electronics",3696,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1877,"Deviled egg","Books",9067,"Tuples are containers for a fixed number of Erlang data types."
1878,"Tuna Pizza","Fashion",7693,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1879,"Steamed clams","Books",1323,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1880,"Grits","Office Supply",4211,"The arguments can be primitive data types or compound data types."
1881,"Chicken Tikka Masala","Electronics",19839,"Erlang is known for its designs that are well suited for systems."
1882,"Cheese dog","Home & Garden",4620,"Make me a sandwich."
1883,"Succotash","Fashion",14191,"Tuples are containers for a fixed number of Erlang data types."
1884,"Juba","Health & Hygine",10303,"Do you come here often?"
1885,"Pork Belly","Sports & Outdoor",9637,"Atoms are used within a program to denote distinguished values."
1886,"Sweet Potato Fries","Sports & Outdoor",12723,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1887,"Steak sandwich","Fashion",10783,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1888,"Ribs","Office Supply",19610,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1889,"Mashed potato","Beauty & Personal",5305,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1890,"Steamed clams","Beauty & Personal",15028,"Ports are used to communicate with the external world."
1891,"Pulled pork","Sports & Outdoor",17908,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1892,"Maraca pie","Home & Garden",18009,"Ports are created with the built-in function open_port."
1893,"Frito Pie","Home & Garden",19567,"The arguments can be primitive data types or compound data types."
1894,"Sweetbreads","Health & Hygine",14927,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1895,"Toaster Strudel","Video Games",16157,"Erlang is a general-purpose, concurrent, functional programming language."
